"participant","gender","age","date","n_training_and_testing","n_training","n_testing","passed_training","passed_testing","n_trials_per_training_block","n_trials_per_testing_block","total_training_trials","total_testing_trials"
"test",NA,NA,"2016_Apr_22_1559",2,2,1,TRUE,TRUE,18,9,72,18
